-6.89046 ,-12.9644
-7.14046 ,-12.8644
-7.14046 ,-12.8144
-7.89046 ,-12.6644
-7.84045 ,-12.6644
-8.04045 ,-12.6144
-7.99045 ,-12.6144
-7.89046 ,-12.6144
-7.84045 ,-12.6144
-8.24045 ,-12.4644
-8.19045 ,-12.4644
-8.14046 ,-12.4644
-8.09045 ,-12.4644
-7.39046 ,-12.4644
-7.34045 ,-12.4644
-8.09045 ,-12.4144
-8.39046 ,-11.3144
-7.69045 ,-11.3144
-7.64046 ,-11.3144
-7.64046 ,-11.2644
-7.69045 ,-11.2144
-8.49045 ,-11.1644
-8.39046 ,-11.1644
-7.64046 ,-11.1644
-9.04045 ,-11.1144
-8.99045 ,-11.1144
-8.94045 ,-11.1144
-8.89046 ,-11.1144
-8.84045 ,-11.1144
-8.79045 ,-11.1144
-8.74045 ,-11.1144
-8.69045 ,-11.1144
-8.64046 ,-11.1144
-8.59045 ,-11.1144
-8.54045 ,-11.1144
-8.49045 ,-11.1144
-8.44045 ,-11.1144
-8.39046 ,-11.1144
-8.34045 ,-11.1144
-7.64046 ,-11.1144
-7.64046 ,-11.0644
-7.64046 ,-11.0144
-0.540455 ,-11.0144
-0.290455 ,-11.0144
-7.64046 ,-10.9644
-0.690453 ,-10.9644
-0.540455 ,-10.9644
-0.490456 ,-10.9644
-0.440453 ,-10.9644
-0.390453 ,-10.9644
-0.340454 ,-10.9644
-0.290455 ,-10.9644
-0.240456 ,-10.9644
-0.190453 ,-10.9644
-8.94045 ,-10.9144
-7.64046 ,-10.9144
-1.14046 ,-10.9144
-0.990454 ,-10.9144
-0.890455 ,-10.9144
-0.840454 ,-10.9144
-0.790455 ,-10.9144
-0.740456 ,-10.9144
-0.690453 ,-10.9144
-0.640453 ,-10.9144
-0.590454 ,-10.9144
-0.540455 ,-10.9144
-0.490456 ,-10.9144
-0.440453 ,-10.9144
-0.390453 ,-10.9144
-0.340454 ,-10.9144
-0.290455 ,-10.9144
-0.240456 ,-10.9144
-0.190453 ,-10.9144
-0.140453 ,-10.9144
-8.94045 ,-10.8644
-7.64046 ,-10.8644
-1.24045 ,-10.8644
-1.19045 ,-10.8644
-1.14046 ,-10.8644
-1.09045 ,-10.8644
-1.04045 ,-10.8644
-0.990454 ,-10.8644
-0.940454 ,-10.8644
-0.890455 ,-10.8644
-0.840454 ,-10.8644
-0.790455 ,-10.8644
-0.740456 ,-10.8644
